date,Aruba,Afghanistan,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Not classified,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Liechtenstein,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,"Macedonia, FYR",Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. PeopleÍs Rep.",Portugal,Paraguay,West Bank and Gaza,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Swaziland,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1995101,,,,,,,,48.9,,,,33.72,,34.65,,,,,32.94,35.4,,,,28.76,57.55,,,59.57,,,,,,,,,,,,40.56,,,,,,,45.71,,,,,,,,,,,,,,,,,,50.97,,,,,30.06,44.56,,,,,,,,,,,,,,,,,,,,,,,,,55.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.58,,,,,35.4,,,,,,,30.98,,,,,,,,,,,,,,,,,,33.2,,,37.75,,,48.52,,,,,,,,,35.21,,,,,,,57.81,,,,,,,,,,58.16,,,,,,,,,,,,,,,,49.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.66,,,,,39.29,,42.11,,,,47.82,,,,,,,,,,,
1996101,,,,27.01,,,,49.52,44.42,,,,,,,,,,,,,,,,56.59,,,59.89,,,,,,,,,,54.87,,,44.45,,,56.93,,,46.54,,,,,,25.82,,,,,47.43,,,,,,,,,,,,,,,,,,,,,,,37.13,,,,,,,,,,,,,,,55.72,,,,,,,,,,,,,,,,,,,,40.39,,,35.38,,,,,,,,,,,,,,,,,,,,,,,32.26,,31.64,,,,,,,,,48.47,,,,,,,,,,,44.41,,,,,,,,,51.92,,,,,,,,,,28.67,,,,,55.43,32.66,,,,,,,,,,,,46.1,,,,,,,,,51.39,,,,,,,,,,25.81,,,,,,,,,,,,42.9,,,,,,,,,,,,,,39.04,35.16,,42.66,,,,,,,,,,,,,60.69,48.33,
1997101,,,,,,,,49.11,,,,,,,,,,,,26.38,,,,,60.43,,58.16,59.8,,,,,,31.77,,,,,,,,,,,,,45.62,,,,,,,,,,,48.92,,,,,,,,,,,,,,,,,,,,,,,41.95,,,,,,,,,,,,,,,52.73,,,,,,,,,,,,,,,,,,38.1,,,,,,46.3,,,,,,,,34.9,,,,,,,,,,,,,,,,33.26,,,,,36.94,39.47,,,,,,,,,,,,,,,,,65.76,49.15,,,,,,,,,,,,,,,,58.23,53.72,45.96,,,,,,,,54.89,,,,,,,38.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.73,40.86,,,,,,,,,,,,,,
1998101,,,,,,,,50.73,,,,,,,42.35,,,49.94,,,,,,32.25,54.91,,,59.61,,,,,,33.59,,,,55.52,,38.96,,,,,,,45.67,,,,,,,,,,,,,,,,,,49.66,,,,,37.64,,,,,,,,,,,41.25,40.07,,,48.52,,,,,,,,44.55,,,57.43,,28.75,,26.38,,,,,,,,,,,44.1,,,,,,,,,,46.4,,,,,,,,,,,,,,,,,,,,,32.1,,33.26,,,39.46,,39.52,,,,48.97,,,28.13,,,,,,30.27,,,,,,,,,,,,45.16,,,,,,,,,33.12,57.48,56.14,,,,32.32,,,,,,,,,,,31.08,38.14,,,,,,,,,54.52,,,,,,,,,,,28.41,,,,,,,,,,,41.46,,40.77,,,,,,,,,,,,,,,43.81,,44.67,,49.8,,,35.44,,,,,,,49.13,
1999101,,,,,,,,49.79,36.22,,,,,,,,,,,,,,,32,53.26,,58.1,58.99,,,,,,,,,,,,,,,,58.74,,,47.67,,,,,,,,,,,,,,,,,,58.6,,,,,,29.98,,,,,,,,,,40.15,,,,,,,,,,,,,,,55.35,,27.71,,27.64,,,,,,,,,,,,,,,,44.08,,,,,,,,,,,,,,,,,,,,,,,,,,32.02,,,,,,,42.62,38.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.46,56.34,,,,32.59,,,,,54.58,,,,,,29.42,37.44,,,,,,,,,52.2,,,,,,,,,57.61,,,,,,42.78,,,,,,,43.09,29.54,,,,,,,,,,,,,43,28.96,,,,,,48.32,,,,,,,,,,,
2000101,,,51.96,,,,,51.06,,,,,,,,,,,33.41,,,,,31.17,,,63,,,,,,,33.65,,,,55.59,,,,,,58.68,,,47.44,,,,,,,,,,,52.01,,,,,,,56.38,,,,,35.78,,,,,,,,63.26,,,40.48,,,,,,,,,,54.84,,,,,,,31.33,,27.22,,,,,,,,,,,,,,,,,,,,,31.04,,,,,,,,,,,,,,,,,,,,,31.67,,,,,40.64,,36.43,,,,51.67,,,34.26,,,,,,,,,39.03,,,,,,,,,,,,,,,,,,,57.66,50.77,46.17,,,32.97,,,,,,,,,,,29.32,37.09,48.55,,,,,,,,51.31,,,,,,,,32.13,,,,,53.11,,,,,,,,,42.83,,,,,,,,,,40.81,,,37.3,,,,44.39,40.46,36.1,,,,,,,,,,,57.77,,
2001101,,,,,,,,53.34,35.36,,,34.14,,36.45,,,,,,32.68,,,29.97,30.58,,,58.88,59.33,,,,,,,,,,,,,42.14,,,57.76,,52.5,51.1,,,,,,,,,,,50.43,,,,,,,,,,,,36.01,,,,,,,,,,,39.57,,,,,,,,,,,,,,,54.08,,31.1,59.48,26.92,,,,,,,,,,,,,,39.2,,,,,35.39,,30.16,,,,,,,,,,,,,,,,,,,,,32.01,,,,,,,37.99,47.44,,,,,,,39.87,,,,,,,,,,,,,,,,,58.03,,,,,,,,,30.37,57.3,51.83,,,,32.85,,,,,54.83,,,,,,29.43,39.6,,,,,41.23,,,,51.14,,,,,,,,,,,,,,,,,,,,,,,,,,37.56,,37.84,,,,,,,,,,,46.17,,,,48.22,,,,,,,,,,,
2002101,,,,31.74,,,,53.79,34.78,,,,,17.36,,,,,,,,,,30.34,,,60.16,58.62,,,,64.73,,,,,,,,41.34,,,,58.25,,,50.89,,,,,,,,40,,,50.12,,,,,,,,,,,,35.79,,,,,39.62,,,,,,39.63,,,43,,35.57,,,,,,,,,,58.78,,,,26.84,,,,,,,,,,,,,,,,48.32,,,34.05,,30.3,,,,,,,34.66,,,,,,,,,40.96,,,51.57,,31.92,,35.09,,,,,35.85,,41.31,,49.54,,,38.51,,,,,,32.89,,47.04,,,,,,,,,,,,,,,,,,,,56.59,54.04,,,,34.05,,,,,57.34,,,,,,30.23,37.28,,,,,,,,,51.54,,,31.97,,,,,,,,29.12,,,,,,,,,,,41.94,,,,,,,,,,,41.4,,,45.17,29.05,,46.66,,33.04,,50.56,,,37.32,,,,,,,42.06,
2003101,,,,,,,,53.54,33.03,,,34.01,,18.81,,,38.58,43.25,,28.92,,,,28.82,,,,58.01,,,46.78,,43.61,,,,,54.61,,,,,,54.41,,,49.93,,,,,,,,,,,52.09,,,,,,,54.99,,,,,34.91,,,,,,,,,,,39.53,,,,47.33,,,,,,,,,,,58.66,,,,30.93,,,,,,,,,,,,,,,,,,,32.99,,28.71,,,,,,,,,,,,,,,,,,,,,35.46,,36.53,,,,,34.9,,,,,,,38.72,,,,,,,,,,,,,,63.32,,,40.06,,,,43.77,,,,,,,56.37,53.71,44.04,,,34.91,,,,,55.55,,,,,,29.91,40.69,,,,,,,,40.17,50.72,,,32.83,,,,,,,,30.87,,,,,,,39.82,,,,,32.72,,,,,,,,,,42.18,,,,28.66,,46.22,,35.27,,50.37,,,,,,,28.95,,,,
2004101,,,,,,,,50.18,37.51,,,,29.87,16.23,,30.63,,,,,,,34.04,26.48,,,55.01,56.88,,,,,,33.88,,,,,,,,42.16,,56.11,55.93,,48.92,,,,,30.09,27.53,,,,25.89,51.95,,,,,,,54.12,,,,33.38,33.96,29.81,,,27.92,,30.8,,,,36.22,39.78,,,,,,,33.97,,,,,,,,58.41,,29.68,,30.02,,,,,,,,,,33.72,,,28.11,,34.53,45.46,,,31.42,,34.77,35.46,,,,,,,,,,,,,,,,,,,,35.2,30.25,36.77,,,,,35.03,,,,46.03,,,38.77,,,,,,,,,40.17,,39.87,46.05,,,,,,,30.74,31.72,,,,,,,32.51,55.06,51.2,,,,35.43,,,,38.9,52.59,33.97,,,,,30.04,40.92,,,,,,,,,47.38,,,32.98,,,,,,,28.94,24.84,26.43,,,,,,,,,,42.54,33.6,,,,,,,,,,41.29,,,,28.93,,47.13,40.62,,,49.82,,,37.17,,,,,,,54.29,
2005101,,,,30.6,,,,49.27,35.99,,,,28.72,16.64,,29.88,,,33.2,,,,,27.55,,,58.47,56.64,,,,,,,,,,,,,,,47.33,55.04,,,47.77,,,,,30.26,26.95,,,,25.94,49.96,,,,,,,54.12,,,,32.5,33.63,,,,27.64,,29.93,,43.1,42.18,34.56,40.34,42.77,,,,,,35.1,,,,,,,,59.51,,,,29.98,,,,,,,,,,33.76,38.35,,29.38,41.86,34.07,,,,29.65,48.51,32.56,,,,,,,,,,,,,,,,,,,,,35.3,31.11,39.4,,,,,36.28,38.88,,,,,,39.31,,,,,30.22,,,,,,,,,,,44.43,,40.49,29.86,32.27,,,,,,,32.72,53.99,51.84,,,,34.49,,,,38.47,51.37,34.72,,,,,29.82,41.37,52.04,,,,39.22,,46.1,,47.88,,,33.43,,,,,,,29.33,24.63,27.1,,,,,,,,,,,,,,,,,,,,37.73,42.61,,,42.94,29.02,,45.87,,,,52.36,,,,,,,31.24,,,,
2006101,,,,,,,,48.26,32.49,,,,29.59,,33.36,28.26,,,,35.73,,,,28.28,,,56.87,55.93,,,,,,,,,,51.79,,,,,,,,,49.31,,,,,31.13,26.74,32.78,,,27.08,51.9,,,,,,,53.2,,,,32.67,33.75,,,,28.02,,29.92,,,,34.84,39.71,,,,,,,35.41,,,54.89,,,,,57.42,,,,,,,,,,,,,,32.73,,,30.25,,34.26,,,,29.98,,37.38,,37.61,,,,,,,,,,,,,,40.25,,,,,34.44,30.96,35.6,,,40.72,,35.4,,,,48.01,,,42.64,38.93,,,,30.04,,,,,35.65,,,,,,,,,30.76,27.29,,,,,,,,55.06,51.67,44.2,,,34.71,,,,38.06,53.63,33.96,,,,,30.46,41.54,,,,,,,,,45.44,,,29.67,,,,,,,27.71,24.48,26.47,,,42.77,,,,,,42.21,41.82,,,,,,,,,,,39.65,,,,29.79,,47.2,,,,46.94,,,37.44,,,,30.32,,64.79,54.62,
2007101,,,,,,,,47.37,29.83,,,,30.58,,,29.57,,,,28.14,,,33.06,29.61,,,55.44,55.23,,,38.09,,,33.9,,34.47,,,,,42.82,,,,,47.19,49.49,,,,,31.11,26,32.4,,,26.85,48.69,,,,,,,54.33,,,,33.86,31.25,,,,28.29,,32.63,,,,35.93,40.6,,,39.36,,,,34.61,,,,,,,,56.16,,,,27.94,,,,,,,,,,31.96,,,29.58,41.18,33.19,,,,28.54,,33.91,41.14,,,,,,36.64,,36.48,,,,,,,,,,,,34.59,31.28,36.05,,,,,34.42,,,,,,,,,,,,31.45,35.82,,,,,,46.05,,,,37.3,,,30.35,28.07,,,,,,,31.84,52.97,51.35,,,,33.51,,,,36.75,52.09,35.61,,,,,,42.33,,,,,,,,,45.24,,,29.43,,,,,,,24.74,24.37,26.92,,,,,,,,,,39.76,32.19,,,31.56,,,,,,,38.44,,40.28,,27.01,,47.63,41.75,,,,,,,,,,,,,,
2008101,,,42.72,29.98,,,,46.27,30.71,,,35.63,30.45,31.79,,29,,,,33.57,,,,27.83,,,51.43,54.37,,,,,56.24,,,33.96,,,42.83,43.18,,,,56.04,,,49.14,,,,,31.71,26.29,31.29,,,28.89,49,,,,,,,50.61,,,,34.8,32,,,,27.85,42.78,33.08,,,,34.37,40.57,,,,,,,34.22,,,,,,,,55.74,,33.71,,27.53,,,,,,,,,,30.91,,,31.89,,33.74,,,32.11,29.07,,31.45,35.1,,,,,,,,,,,,,,,,,,,,35.77,32.61,37.41,,,,,34.69,,,,48.23,,,44.05,,,,,30.49,,,45.58,35.69,,,,,,,,,,29.93,27.14,,,,,,,,52.63,48.55,,,,33.72,,,,36.63,51.04,,,,,,36.93,41.42,,,,,,,,,46.65,,,28.18,,,,,,,26.08,23.72,27.13,,,,,,,,,,40.29,,,,,,,,,,,39.02,,,,26.64,,46.27,,,,,,,38.15,,,42.69,,,63.01,,
2009101,,,,,,,,45.27,29.58,,,,31.5,,,28.7,,39.76,,33.82,,,,27.69,,,49.65,53.87,,,,60.46,,,,32.96,,52,,,,,,55.92,,,50.97,,,,,32.11,26.18,31.51,,,28.84,48.86,,,,,,,49.28,,,,35.39,31.59,,,,27.47,,,,,,34.67,41.74,,,,,,,33.82,,,,,,,,51.56,,33.18,,26.97,,,,,,,,,,32.84,42.02,,28.74,,33.66,,,,28.79,,29.87,34.65,,,,,,,,,,,,,,,36.39,,,,,37.38,31.53,34.83,,,,,32.91,,38.37,,,,,,33.04,,,,31.01,,,,,,,46.26,,60.97,,,42.97,45.73,28.38,26.39,,,,,,,,52.03,47.96,42.91,,43.88,33.58,,,,34.91,49.67,34.46,,,,,35.24,39.69,,,,35.39,,,,,45.93,,,28.67,,46.34,,,,,26.02,24.83,26.61,51.45,,,,,,,,,39.75,30.77,,,,,38.1,,,,,38.97,,,44.2,25.32,,46.28,,,,,,,,,,,31.78,,,,
2010101,,,,,,,,44.5,31.07,,,34.94,30.25,,,28.53,,,32.13,35.65,,,,28.57,,,,,,,,,,33.68,,32.72,,,,,,,,55.5,,,48.1,,,,,31.46,26.63,31.14,,,29.02,47.2,,,,,,,49.25,,,,35.79,32.16,33.17,,,27.74,,33.78,,,,34.81,42.13,,,,,50.66,,34.48,,,,,,,,53.39,,27.35,,29.37,,,,,,,,,,32.3,,,26.43,42.78,34.41,,,,28.56,,30.13,33.44,,,,,,,,,,,,,,,,,,54.18,,33.76,30.9,35.27,,,,,32.05,40.63,,,48.13,,,,,,,,28.89,33.08,,,,,46.12,,,,,,,,28.73,25.86,32.84,,,,,,29.8,51.91,46.21,,,,33.25,,,,35.84,51.83,,,,,,35.3,40.94,51.34,,,,,,,,44.53,,,29.65,,,,,30.82,,27.32,24.94,26.81,,,,,,,,,,39.4,,,,,,,,,,35.81,38.79,41.1,,,24.82,,45.32,40.46,,,,,,42.68,37.19,,,33.25,,,55.62,
2011101,,,,,,,,43.57,31.32,,,,30.8,,,28.43,43.44,,,34.28,,,33.83,27.15,,,46.26,53.09,,,,,,,,31.83,,50.84,,,,,48.94,54.18,,,48.6,,,,,32.63,26.39,30.13,,,29.54,47.4,,,,,,,46.21,,,,36.1,32.69,,,,27.66,,33.35,,,,33.71,41.58,,,,,,,35.69,,,52.35,,,,,57.4,,32.32,,28.94,,,,,,,,35.15,,32.33,,,27.03,,34.52,,,,27.42,,27.84,31.7,,,,,,,,,,,,,,,,,,,,32.63,32.42,36.03,,,,,30.63,,,,,,,,,,,,30.82,33.88,,,,,,,,,,31.45,,,28.17,25.54,,,,,,,30.93,51.83,45.48,,,,32.78,,,,36.34,52.6,,,,,,,41.04,,,,,40.29,,,33.99,42.43,,,,,,,,,,26.58,24.87,27.24,,,,,,43.32,,,46.02,37.46,,,,,,,,,,,40.04,,37.78,,24.55,,43.37,,,,,,,,,,,27.83,,63.38,,43.15
2012101,,,,28.96,,,,42.49,30.48,,,,30.48,,,27.59,,,,36.01,,,,26.53,,,46.7,52.67,,,38.81,,,,,31.64,,,42.16,,,42.1,,53.54,,,48.61,,,,,34.31,26.13,,45.13,,29.08,45.68,,,,,,,46.57,,,,35.89,33.15,,,,27.12,,33.1,,,,32.57,41.35,,,33.73,,,,36.68,,,,,,,,57.4,,32.51,60.79,30.55,,,,,,,,,,32.52,,,26.94,,35.16,,,,27.46,,27.36,30.76,,,,,,37.89,,,,,,,,,39.16,,,,,35.15,34.79,35.48,,,,,29.16,42.65,,,48.07,,,,,,,,32.18,33.75,,,,35.84,,,,,,,,,27.99,25.9,,,,,,,,51.9,45.11,43.04,,,32.39,,,,36.04,48.17,,,,,,34.88,41.59,,,,,,,,,41.8,,,,,,,,,,26.12,25.59,27.32,,,,,,,,,,39.26,30.52,,,,,,,,,,40.17,,,41.01,24.74,,41.32,,,,,,,38.7,,,,29.4,,,,
2013101,,,,,,,,42.28,31.54,,,,,,,,,,,,,,,26.58,,,48.06,52.87,,,,,,,,,,50.45,,,,,,53.49,,,49.18,,,,,,,,44.13,,,47.07,,,,,,,47.29,,,,,,,,,,,,,42.46,,,40.03,,,,,,,,,,,,,,,53.67,,,,,,,,,39.47,,,,,,37.35,,,,,,,,26.33,,28.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.53,,,,,,,,,,,,32.33,,,,,,,,,,,,,,,,,,,,,,30.69,51.66,44.73,,,,32.55,,,,,48.3,,,,,,27.45,,50.44,,,,,,,,43.51,,,29.06,,,,,,,,,,,,46.82,,,,,,,37.85,30.41,,,,,,,,,,40.18,,,,24.55,,41.87,41.06,,,,,,,,,,26.71,,,,
2014101,,,,,,,,42.67,31.48,,,,,,,,,35.3,,,,,,27.18,,,48.4,51.48,,,,,,,,,,,,,46.54,,,53.5,,,48.53,,,,,,,,,,,,,,,,,,45.38,,,,,,,,,,,,,,,,40.09,,,,,,,,,,48.66,,,,,50.64,,,,,,,,,,,,,,,,,,,,,,,,,26.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.83,,,,48.21,,,,,,,,31.93,32.04,,,32.42,,,,,,,33.99,,47.05,,,,,,,,,,50.7,44.14,,,,32.08,,,,,51.67,,,,,,,,,,,,,,,,41.84,,,,,,,,,,,,,,,,,,,,,,,30.76,,,,,,,,,,,,,,24.09,,41.6,,,,,,,37.59,,,,,,,,
2015101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
